INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-07-25','2006-11-03','989 994 8328','Port Sudan','SD','active',1);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-05-29','2033-05-14','941 448 3765','Djibouti','DJ','extraction',5381);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-11-20','2032-07-23','245 958 8417','Onsala','SE','counterintelligence',5382);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-08-03','2007-02-17','284 906 8255','Santa Cruz do Bispo','PT','under review',5383);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-04-27','2030-05-23','272 905 8474','Daxing','CN','covert',5384);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-05-25','2008-02-02','112 301 0123','Vinhas','PT','reconnaissance',5385);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-12-07','2025-11-01','634 657 2950','Kampungladang','ID','counterintelligence',5386);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-09-04','2031-06-15','895 758 4994','Nanshui','CN','covert',5387);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-04-15','2009-10-20','958 790 6334','Plettenberg Bay','ZA','infiltration',5388);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-08-24','2027-07-06','499 585 5123','Palon','ID','active',5389);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-05-13','2013-10-28','717 659 7898','Zhongwei','CN','undercover surveillance',5390);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-03-28','2019-03-22','893 499 1633','Hantang','CN','cancelled',5391);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-05-02','2023-03-01','657 654 8462','Djibouti','DJ','surveillance',5392);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-12-09','2010-11-29','775 393 7192','Kluki','PL','covert action',5393);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-03-19','2019-01-11','392 912 6525','Zhaxirabdain','CN','rescue',5394);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-07-11','2024-04-22','452 874 8699','Lengkongsari','ID','rescue',5395);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-09-28','2012-10-04','371 912 2873','Bangbayang','ID','high priority',5396);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-12-17','2029-09-10','973 481 0964','Newark','US','rescue',5397);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-10-03','2025-12-06','965 506 7073','Yanglin','CN','covert',5398);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-07-19','2030-08-02','816 661 4795','Shawnee Mission','US','interception',5399);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-07-19','2024-09-29','108 401 2544','Djibouti','DJ','surveillance',5400);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2024-01-08','2022-03-18','703 199 2985','Burla','RU','under review',5401);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-02-28','2011-08-30','330 413 6577','Peras Ruivas','PT','ongoing',5402);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-03-30','2025-06-13','261 948 5952','Saransk','RU','counterintelligence',5403);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-06-09','2026-08-08','749 979 1227','Zhaogezhuang','CN','under review',5404);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-04-24','2033-06-17','566 223 1206','Manggissari','ID','under review',5405);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-01-27','2031-02-19','578 431 9659','Gaur','NP','delayed',5406);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-05-22','2032-10-14','457 127 0858','Pailin','KH','extraction',5407);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-11-09','2016-01-29','744 472 9291','Ban Na','TH','under review',5408);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-06-13','2012-07-18','843 608 8539','Djibouti','DJ','covert action',5409);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-07-21','2030-04-26','149 635 9599','Manalu','ID','extraction',5410);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-03-11','2017-02-02','551 200 2232','Bureng','GM','completed',5411);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-02-17','2021-05-26','872 649 2413','Midleton','IE','reconnaissance',5412);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-01-22','2008-12-23','115 738 1661','Effium','NG','counterintelligence',5413);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-11-30','2019-06-19','694 668 4798','Masty','BY','compromised',5414);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-07-16','2034-02-12','775 900 2998','Suohe','CN','interception',5415);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-09-17','2018-04-23','824 610 9121','Puerto Tejada','CO','surveillance',5416);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-07-29','2017-03-29','652 466 0513','Na Muen','TH','infiltration',5417);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-06-28','2021-05-15','122 522 0607','Plessisville','CA','undercover',5418);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-05-31','2030-02-27','346 324 9268','Djibouti','DJ','rescue',5419);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-07-14','2026-01-01','431 455 2356','Baolong','CN','extraction',5420);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-08-11','2012-07-07','790 412 5812','Djibouti','DJ','undercover',5421);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-10-30','2009-03-29','647 414 0804','Adolfo Lopez Mateos','MX','ongoing',5422);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-09-05','2033-03-06','217 443 8551','Carcavelos','PT','completed',5423);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-04-17','2023-10-17','598 643 0714','Mandal','MN','extraction',5424);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-04-16','2015-07-20','173 241 0931','Paradahan','PH','rescue',5425);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-08-01','2006-08-21','833 585 7024','Yoiqag','CN','completed',5426);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2024-01-04','2016-10-17','584 169 1336','Reims','FR','undercover surveillance',5427);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-05-26','2019-08-23','348 205 6759','Angers','FR','reconnaissance',5428);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-12-07','2006-12-01','757 646 2207','Tavira','PT','completed',5429);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-10-19','2028-07-29','630 370 3583','Rustenburg','ZA','ongoing',5430);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-12-18','2019-09-18','716 205 0203','Ermidas do Sado','PT','reconnaissance',5431);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-05-18','2017-09-09','678 656 4070','Puyo','EC','under review',5432);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-06-06','2008-09-26','283 494 9731','Tapan','ID','high priority',5433);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-03-05','2017-09-05','290 338 2237','Chipaque','CO','completed',5434);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-09-23','2006-06-30','128 732 8464','Djibouti','DJ','covert',5435);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-07-23','2020-10-12','664 506 7448','Vrtojba','SI','extraction',5436);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-12-27','2006-09-24','671 139 1327','Gangkou','CN','covert',5437);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-01-04','2010-10-16','168 666 7441','Capilla del Monte','AR','counterintelligence',5438);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-02-14','2029-08-11','529 768 9474','Djibouti','DJ','extraction',5439);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-10-05','2023-03-16','586 725 6027','Chengjiao','CN','surveillance',5440);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-05-17','2021-12-18','801 255 5298','Salt Lake City','US','infiltration',5441);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-01-07','2031-10-26','217 336 3712','San Francisco','CO','under review',5442);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-09-07','2032-10-08','241 507 1410','Liuhou','CN','ongoing',5443);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-02-03','2028-06-26','934 745 5546','Gondomar','PT','counterintelligence',5444);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-06-10','2019-07-17','860 199 5252','Djibouti','DJ','covert action',5445);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-03-16','2007-05-21','205 534 4156','Djibouti','DJ','high priority',5446);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-12-26','2012-11-08','918 853 3217','Djibouti','DJ','delayed',5447);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-12-08','2021-03-19','433 679 7214','Bizana','ZA','surveillance',5448);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-07-05','2019-11-14','530 682 2901','Azogues','EC','reconnaissance',5449);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-02-20','2027-11-03','132 550 1408','Mougins','FR','reconnaissance',5450);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-03-01','2009-11-11','293 266 3753','Bernal','PE','reconnaissance',5451);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-10-26','2032-08-14','889 747 6378','Rio Verde de Mato Grosso','BR','delayed',5452);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-01-02','2026-04-17','394 656 1301','Zhelin','CN','completed',5453);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-10-23','2029-08-25','102 771 4361','Korczyna','PL','interception',5454);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-08-12','2027-12-21','864 225 1113','Otofuke','JP','completed',5455);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-09-21','2025-05-02','739 558 4603','Santa Catalina Norte','PH','completed',5456);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-10-26','2010-05-29','881 671 2195','Courbevoie','FR','under review',5457);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-09-05','2019-10-23','881 594 0432','Mianay','PH','undercover surveillance',5458);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-02-26','2028-12-31','318 515 1355','Shreveport','US','cancelled',5459);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-04-27','2007-05-29','632 288 0358','Musawa','NG','undercover',5460);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-09-20','2010-08-15','256 253 4515','Bobrov','RU','undercover surveillance',5461);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-07-13','2018-01-01','753 737 5118','Djibouti','DJ','counterintelligence',5462);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-02-02','2006-09-07','623 839 1508','Djibouti','DJ','extraction',5463);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-02-18','2018-12-23','340 130 7631','Djibouti','DJ','rescue',5464);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-08-12','2034-04-17','833 158 4617','Djibouti','DJ','compromised',5465);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-10-25','2028-12-16','812 386 7896','Staraya Mayna','RU','high priority',5466);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-10-04','2014-11-09','841 237 5073','Kaliprak','ID','undercover',5467);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-01-07','2013-12-13','398 613 3916','Olleros','PE','covert action',5468);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-03-28','2011-10-14','561 584 0470','Yanglinqiao','CN','under review',5469);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-09-05','2017-03-17','267 793 3926','La Colorada','PA','under review',5470);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-09-18','2008-02-23','245 265 3320','Djibouti','DJ','high priority',5471);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-03-16','2034-07-31','563 575 8161','Bishan','CN','delayed',5472);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-10-29','2025-02-01','781 719 2822','Serh','CN','interception',5473);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-08-04','2027-08-16','880 412 2870','Bishan','CN','undercover surveillance',5474);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-02-01','2008-10-11','720 674 3337','Yunshan','CN','rescue',5475);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-05-25','2027-12-07','662 835 7439','Bishan','CN','covert action',5476);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-02-09','2030-10-12','646 816 7860','Bendan','ID','compromised',5477);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-07-29','2008-04-20','285 497 5670','Ribaldeira','PT','interception',5478);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-05-28','2016-12-23','297 512 8679','Frederiksberg','DK','rescue',5479);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-12-03','2026-03-19','755 999 7444','Shuangxiqiao','CN','reconnaissance',5480);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-04-27','2031-09-08','159 889 8971','Tagdanua','PH','completed',5481);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-02-17','2011-01-13','130 577 5098','Curahuasi','PE','ongoing',5482);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-09-22','2008-02-01','599 416 3193','Cruz Alta','BR','cancelled',5483);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-02-12','2018-06-06','912 494 2179','La Virginia','CO','ongoing',5484);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-11-11','2026-01-28','328 526 5943','Saddina','MA','reconnaissance',5485);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-03-22','2011-01-06','776 634 2235','Bishan','CN','rescue',5486);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-06-23','2026-01-21','424 706 6024','Masarayao','PH','infiltration',5487);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-01-05','2020-10-15','757 703 1983','Norfolk','US','undercover surveillance',5488);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-10-22','2025-08-06','202 539 2758','Washington','US','covert',5489);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-01-21','2033-11-06','318 933 0898','Buy','RU','active',5490);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-07-04','2030-09-02','673 555 6018','Mache','PE','compromised',5491);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-01-02','2008-07-21','196 521 8642','Sugito','JP','covert',5492);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-09-28','2014-04-04','564 236 7244','Bishan','CN','rescue',5493);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-11-18','2016-07-16','546 820 2612','Xinjiebu','CN','delayed',5494);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-04-09','2019-03-08','432 829 3701','Bishan','CN','surveillance',5495);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-10-19','2027-05-25','207 379 6922','Bishan','CN','undercover',5496);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-01-01','2013-02-08','275 837 8578','Gaide','CN','compromised',5497);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-03-30','2029-12-04','105 754 0359','Krajan','ID','under review',5498);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-03-01','2020-02-24','381 225 9880','Storuman','SE','high priority',5499);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-05-07','2007-03-15','380 285 1525','Danghara','TJ','undercover',5500);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-07-28','2020-10-19','776 686 3354','Karangtanjung','ID','extraction',5501);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-02-20','2031-01-26','478 502 9312','Bishan','CN','surveillance',5502);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-04-11','2013-06-08','196 813 3007','Novotroitsk','RU','undercover',5503);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-01-11','2028-11-15','572 523 4505','Port Antonio','JM','undercover surveillance',5504);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-03-25','2034-01-22','635 497 1010','Gaotian','CN','under review',5505);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-11-11','2026-04-03','663 582 4240','Stockholm','SE','completed',5506);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-05-06','2013-07-15','989 666 8260','Riangbaring','ID','interception',5507);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-02-04','2034-04-30','591 705 9212','Huaqiao','CN','cancelled',5508);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-01-29','2008-05-13','716 427 8708','Duitama','CO','cancelled',5509);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-03-17','2032-12-07','479 524 4852','Majiang','CN','undercover',5510);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-11-09','2030-05-10','342 645 8151','Matara','LK','covert action',5511);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-03-05','2030-02-26','343 191 6736','Turirejo','ID','ongoing',5512);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-02-24','2010-10-22','527 852 1025','Bishan','CN','rescue',5513);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-09-13','2025-02-10','994 938 8673','Cipari','ID','interception',5514);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-01-18','2016-09-27','928 583 4061','Jiaozhou','CN','compromised',5515);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-12-14','2021-01-16','808 683 1984','Tipo-Tipo','PH','delayed',5516);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-05-21','2035-01-21','219 342 0211','San Pedro','MX','counterintelligence',5517);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-07-02','2018-04-02','125 200 9718','Kasugai','JP','rescue',5518);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-06-12','2029-07-08','181 389 1327','Saint-Herblain','FR','counterintelligence',5519);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-09-01','2010-01-07','904 915 5005','Jacksonville','US','covert',5520);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-02-25','2033-10-01','230 779 0482','Bishan','CN','counterintelligence',5521);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-07-19','2012-09-08','178 206 7363','Guiuan','PH','active',5522);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-12-11','2010-11-27','487 784 6188','Bishan','CN','counterintelligence',5523);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-08-01','2023-02-03','419 911 1699','Porangatu','BR','active',5524);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-04-18','2014-05-20','323 801 2880','Helsingborg','SE','interception',5525);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-06-30','2014-06-21','311 582 5732','Umuarama','BR','compromised',5526);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-09-18','2030-02-18','137 437 0322','Saguday','PH','interception',5527);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-04-28','2024-09-14','579 121 5752','Quiling','PH','ongoing',5528);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-05-02','2033-07-17','402 372 6505','Gaojiabu','CN','extraction',5529);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-07-04','2014-08-03','802 327 8264','Yingwusitang','CN','surveillance',5530);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-05-04','2032-05-30','826 828 3186','Motala','SE','rescue',5531);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-06-12','2031-08-18','254 103 1857','Phrae','TH','covert',5532);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-10-20','2008-12-30','429 195 8536','Sanli','CN','counterintelligence',5533);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-02-14','2030-02-24','458 938 8899','Bishan','CN','ongoing',5534);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-10-14','2033-04-24','425 298 9738','Lulindi','TZ','under review',5535);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-05-23','2021-10-08','157 202 8871','Baimangpu','CN','compromised',5536);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-01-11','2010-11-14','653 572 9056','Sinarbakti','ID','rescue',5537);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-03-07','2026-04-29','975 818 5673','Bishan','CN','under review',5538);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-05-25','2019-01-17','954 784 3341','Bishan','CN','undercover surveillance',5539);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-09-06','2034-01-31','869 632 7297','Watoona','ID','compromised',5540);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-08-01','2014-12-25','880 671 0845','Rokoy','ID','high priority',5541);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-06-10','2018-08-02','654 895 0049','Cimalati','ID','covert',5542);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-01-21','2017-08-23','822 750 7511','Oke Ila','NG','active',5543);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-06-27','2018-10-31','844 689 9574','Gimbi','ET','extraction',5544);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-12-13','2022-12-14','522 451 9566','Callao','PE','under review',5545);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2024-01-10','2012-12-01','828 941 0607','Horodne','UA','surveillance',5546);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-07-13','2020-11-17','592 968 0196','Tha Uthen','TH','covert action',5547);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-08-31','2020-10-22','662 991 6912','Mulawato','ID','rescue',5548);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-03-10','2032-09-19','388 269 7051','Cimalati','ID','interception',5549);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-03-22','2028-07-07','528 141 9752','Cimalati','ID','reconnaissance',5550);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-10-08','2014-02-08','975 956 5205','Carolina','PR','under review',5551);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-11-02','2031-07-24','206 205 0546','Mons','BE','high priority',5552);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-01-22','2034-04-10','866 761 3592','Cimalati','ID','high priority',5553);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-05-09','2032-04-05','928 558 5121','Lonpao Dajah','ID','covert',5554);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-09-12','2023-10-29','440 863 9239','Parion','PH','rescue',5555);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-02-20','2022-05-03','180 856 7029','Kesha','CN','counterintelligence',5556);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-03-25','2026-01-11','941 669 9029','Cimalati','ID','active',5557);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-12-09','2009-11-14','489 694 0366','Zapala','AR','high priority',5558);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-02-19','2011-06-28','573 702 3922','Moss','NO','completed',5559);
